ID,FIR_ID,Accused_ID,Involvement_Type
4040,2501,1871,Primary
4041,2501,2193,Accomplice
4042,2502,717,Primary
4043,2503,2856,Primary
4044,2503,1802,Primary
4045,2504,198,Primary
4046,2505,151,Primary
4047,2506,364,Primary
4048,2507,1576,Primary
4049,2508,2906,Primary
4050,2508,1881,Primary
4051,2509,1278,Primary
4052,2510,576,Primary
4053,2511,783,Primary
4054,2512,1824,Primary
4055,2513,720,Primary
4056,2514,1788,Primary
4057,2514,613,Primary
4058,2515,2982,Primary
4059,2515,689,Primary
4060,2516,242,Primary
4061,2517,2689,Primary
4062,2517,1327,Conspirator
4063,2518,1030,Primary
4064,2519,955,Primary
4065,2519,2718,Primary
4066,2520,2680,Primary
4067,2521,2570,Primary
4068,2521,1760,Abettor
4069,2522,930,Primary
4070,2522,437,Accomplice
4071,2522,2031,Primary
4072,2523,2779,Primary
4073,2524,1744,Primary
4074,2524,1427,Primary
4075,2524,1029,Primary
4076,2525,735,Primary
4077,2526,818,Primary
4078,2527,2921,Primary
4079,2527,2005,Conspirator
4080,2527,2055,Accomplice
4081,2528,2804,Primary
4082,2528,2971,Primary
4083,2529,1092,Primary
4084,2530,1607,Primary
4085,2530,402,Primary
4086,2531,1310,Primary
4087,2532,2549,Primary
4088,2533,2067,Primary
4089,2533,1034,Abettor
4090,2534,2411,Primary
4091,2535,846,Primary
4092,2535,31,Primary
4093,2536,682,Primary
4094,2536,836,Primary
4095,2536,19,Accomplice
4096,2537,1794,Primary
4097,2537,993,Conspirator
4098,2537,2328,Primary
4099,2538,2971,Primary
4100,2539,1090,Primary
4101,2540,2313,Primary
4102,2540,1848,Primary
4103,2541,186,Primary
4104,2541,2153,Accomplice
4105,2541,2962,Accomplice
4106,2542,1475,Primary
4107,2543,2107,Primary
4108,2544,1250,Primary
4109,2544,366,Primary
4110,2545,2176,Primary
4111,2545,2224,Conspirator
4112,2546,2258,Primary
4113,2547,1798,Primary
4114,2547,73,Abettor
4115,2548,1606,Primary
4116,2548,2709,Primary
4117,2548,1670,Accomplice
4118,2549,775,Primary
4119,2550,2394,Primary
4120,2551,453,Primary
4121,2552,1074,Primary
4122,2552,1242,Primary
4123,2552,826,Primary
4124,2553,2179,Primary
4125,2554,1930,Primary
4126,2554,125,Accomplice
4127,2555,415,Primary
4128,2556,383,Primary
4129,2557,2179,Primary
4130,2558,1862,Primary
4131,2559,372,Primary
4132,2559,142,Accomplice
4133,2560,9,Primary
4134,2560,1014,Abettor
4135,2561,1478,Primary
4136,2562,999,Primary
4137,2563,1890,Primary
4138,2564,1890,Primary
4139,2565,2190,Primary
4140,2566,1971,Primary
4141,2567,2750,Primary
4142,2567,1906,Primary
4143,2568,1358,Primary
4144,2569,2812,Primary
4145,2570,1175,Primary
4146,2571,1178,Primary
4147,2571,1673,Abettor
4148,2572,344,Primary
4149,2572,808,Abettor
4150,2573,1732,Primary
4151,2574,1720,Primary
4152,2575,227,Primary
4153,2576,2609,Primary
4154,2576,1884,Primary
4155,2576,890,Accomplice
4156,2577,369,Primary
4157,2577,1761,Primary
4158,2578,1007,Primary
4159,2579,639,Primary
4160,2580,2508,Primary
4161,2580,2752,Accomplice
4162,2581,2608,Primary
4163,2582,2659,Primary
4164,2582,2906,Abettor
4165,2582,185,Accomplice
4166,2583,1524,Primary
4167,2584,2163,Primary
4168,2585,2460,Primary
4169,2586,665,Primary
4170,2586,1902,Abettor
4171,2586,2116,Accomplice
4172,2587,1861,Primary
4173,2588,2589,Primary
4174,2588,2386,Accomplice
4175,2589,1548,Primary
4176,2589,591,Accomplice
4177,2589,1391,Primary
4178,2590,330,Primary
4179,2590,1111,Primary
4180,2591,2892,Primary
4181,2592,300,Primary
4182,2593,1807,Primary
4183,2593,982,Primary
4184,2594,1501,Primary
4185,2594,2246,Primary
4186,2594,913,Primary
4187,2595,2062,Primary
4188,2596,1354,Primary
4189,2596,790,Accomplice
4190,2596,1531,Primary
4191,2597,2334,Primary
4192,2598,1584,Primary
4193,2599,1964,Primary
4194,2600,2292,Primary
4195,2601,1915,Primary
4196,2601,587,Primary
4197,2602,1467,Primary
4198,2602,228,Primary
4199,2602,2738,Accomplice
4200,2603,198,Primary
4201,2603,539,Primary
4202,2604,803,Primary
4203,2604,1074,Abettor
4204,2605,659,Primary
4205,2606,1546,Primary
4206,2607,969,Primary
4207,2607,1140,Primary
4208,2607,612,Abettor
4209,2608,2080,Primary
4210,2609,2024,Primary
4211,2610,1410,Primary
4212,2610,2333,Accomplice
4213,2611,1558,Primary
4214,2612,1436,Primary
4215,2613,1492,Primary
4216,2613,1782,Primary
4217,2614,290,Primary
4218,2614,1213,Primary
4219,2615,2212,Primary
4220,2616,1393,Primary
4221,2617,2463,Primary
4222,2618,561,Primary
4223,2618,397,Accomplice
4224,2618,2535,Primary
4225,2619,1432,Primary
4226,2619,2041,Primary
4227,2619,365,Accomplice
4228,2620,1931,Primary
4229,2620,2702,Abettor
4230,2621,2324,Primary
4231,2622,453,Primary
4232,2622,1883,Accomplice
4233,2623,1927,Primary
4234,2624,2912,Primary
4235,2625,2215,Primary
4236,2626,1891,Primary
4237,2626,952,Primary
4238,2626,1330,Primary
4239,2627,59,Primary
4240,2628,1544,Primary
4241,2629,2121,Primary
4242,2629,2499,Primary
4243,2630,294,Primary
4244,2630,2119,Accomplice
4245,2631,153,Primary
4246,2632,1383,Primary
4247,2633,2289,Primary
4248,2633,719,Primary
4249,2633,1337,Conspirator
4250,2634,1949,Primary
4251,2635,2311,Primary
4252,2635,2900,Accomplice
4253,2636,1096,Primary
4254,2637,342,Primary
4255,2637,714,Accomplice
4256,2638,1407,Primary
4257,2638,1343,Primary
4258,2639,268,Primary
4259,2639,2854,Primary
4260,2640,2896,Primary
4261,2641,2197,Primary
4262,2642,506,Primary
4263,2643,1327,Primary
4264,2643,2608,Abettor
4265,2643,2219,Accomplice
4266,2644,424,Primary
4267,2644,895,Primary
4268,2645,642,Primary
4269,2646,518,Primary
4270,2646,934,Accomplice
4271,2646,2423,Primary
4272,2647,422,Primary
4273,2648,1170,Primary
4274,2649,865,Primary
4275,2650,569,Primary
4276,2650,43,Abettor
4277,2651,229,Primary
4278,2652,2843,Primary
4279,2653,2194,Primary
4280,2653,734,Accomplice
4281,2654,1993,Primary
4282,2654,1964,Primary
4283,2655,275,Primary
4284,2656,1203,Primary
4285,2656,2654,Accomplice
4286,2657,933,Primary
4287,2658,1875,Primary
4288,2659,2750,Primary
4289,2660,1333,Primary
4290,2661,2909,Primary
4291,2662,2403,Primary
4292,2663,312,Primary
4293,2664,2184,Primary
4294,2665,1133,Primary
4295,2665,1784,Primary
4296,2666,1620,Primary
4297,2667,2648,Primary
4298,2668,2237,Primary
4299,2668,893,Accomplice
4300,2669,1925,Primary
4301,2669,1389,Abettor
4302,2669,169,Primary
4303,2670,2860,Primary
4304,2671,1794,Primary
4305,2671,781,Primary
4306,2672,538,Primary
4307,2673,42,Primary
4308,2673,1549,Primary
4309,2674,2606,Primary
4310,2674,2608,Accomplice
4311,2674,2658,Primary
4312,2675,505,Primary
4313,2676,42,Primary
4314,2677,327,Primary
4315,2678,332,Primary
4316,2679,1469,Primary
4317,2680,1926,Primary
4318,2681,2,Primary
4319,2681,2692,Primary
4320,2681,2929,Accomplice
4321,2682,1191,Primary
4322,2682,2213,Primary
4323,2683,1336,Primary
4324,2684,1843,Primary
4325,2684,909,Primary
4326,2685,371,Primary
4327,2686,983,Primary
4328,2686,2073,Conspirator
4329,2687,1478,Primary
4330,2687,2092,Primary
4331,2688,1845,Primary
4332,2688,1907,Primary
4333,2688,1631,Primary
4334,2689,487,Primary
4335,2690,2125,Primary
4336,2691,2795,Primary
4337,2692,975,Primary
4338,2692,529,Primary
4339,2692,2899,Primary
4340,2693,635,Primary
4341,2694,224,Primary
4342,2694,2542,Abettor
4343,2695,2497,Primary
4344,2695,2856,Abettor
4345,2695,1353,Accomplice
4346,2696,244,Primary
4347,2696,2606,Primary
4348,2697,283,Primary
4349,2697,2457,Accomplice
4350,2698,2158,Primary
4351,2698,2269,Primary
4352,2699,1067,Primary
4353,2699,1282,Primary
4354,2699,1905,Accomplice
4355,2700,43,Primary
4356,2701,2416,Primary
4357,2702,880,Primary
4358,2703,80,Primary
4359,2703,718,Primary
4360,2704,1975,Primary
4361,2705,394,Primary
4362,2705,2997,Accomplice
4363,2706,1902,Primary
4364,2707,1793,Primary
4365,2708,1390,Primary
4366,2708,986,Accomplice
4367,2709,539,Primary
4368,2709,695,Conspirator
4369,2710,1412,Primary
4370,2711,2964,Primary
4371,2712,1427,Primary
4372,2713,1493,Primary
4373,2714,2529,Primary
4374,2714,503,Conspirator
4375,2714,2309,Accomplice
4376,2715,501,Primary
4377,2715,2512,Primary
4378,2716,2017,Primary
4379,2716,2040,Conspirator
4380,2717,1622,Primary
4381,2718,2528,Primary
4382,2719,1251,Primary
4383,2720,17,Primary
4384,2720,1975,Accomplice
4385,2721,2377,Primary
4386,2722,534,Primary
4387,2723,1025,Primary
4388,2723,1692,Primary
4389,2724,1762,Primary
4390,2724,891,Accomplice
4391,2725,2214,Primary
4392,2726,2935,Primary
4393,2727,747,Primary
4394,2727,144,Accomplice
4395,2728,258,Primary
4396,2728,2745,Conspirator
4397,2729,2075,Primary
4398,2730,2680,Primary
4399,2731,1366,Primary
4400,2732,1014,Primary
4401,2732,2281,Conspirator
4402,2732,1787,Conspirator
4403,2733,24,Primary
4404,2733,2298,Primary
4405,2733,1675,Accomplice
4406,2734,15,Primary
4407,2735,183,Primary
4408,2736,2124,Primary
4409,2737,129,Primary
4410,2738,1314,Primary
4411,2739,1871,Primary
4412,2740,1014,Primary
4413,2741,1310,Primary
4414,2742,2936,Primary
4415,2742,11,Primary
4416,2742,2347,Primary
4417,2743,365,Primary
4418,2744,811,Primary
4419,2745,561,Primary
4420,2746,496,Primary
4421,2747,319,Primary
4422,2747,877,Primary
4423,2747,1171,Abettor
4424,2748,2621,Primary
4425,2749,1915,Primary
4426,2750,2660,Primary
4427,2751,710,Primary
4428,2752,1923,Primary
4429,2753,134,Primary
4430,2754,1789,Primary
4431,2755,631,Primary
4432,2756,1793,Primary
4433,2757,1265,Primary
4434,2758,2778,Primary
4435,2759,2037,Primary
4436,2760,1298,Primary
4437,2760,2527,Primary
4438,2761,42,Primary
4439,2761,2875,Accomplice
4440,2762,1597,Primary
4441,2763,1167,Primary
4442,2763,2778,Primary
4443,2764,1223,Primary
4444,2765,505,Primary
4445,2766,1306,Primary
4446,2767,2786,Primary
4447,2768,2740,Primary
4448,2768,2424,Primary
4449,2768,2039,Primary
4450,2769,133,Primary
4451,2770,1546,Primary
4452,2771,964,Primary
4453,2771,1341,Accomplice
4454,2772,2279,Primary
4455,2773,386,Primary
4456,2774,1881,Primary
4457,2774,185,Accomplice
4458,2775,29,Primary
4459,2776,112,Primary
4460,2777,2197,Primary
4461,2778,2223,Primary
4462,2779,2293,Primary
4463,2779,2769,Abettor
4464,2780,2794,Primary
4465,2780,2353,Accomplice
4466,2781,2603,Primary
4467,2782,678,Primary
4468,2782,2068,Primary
4469,2783,1086,Primary
4470,2783,1048,Abettor
4471,2784,1210,Primary
4472,2784,1978,Accomplice
4473,2785,1762,Primary
4474,2785,2688,Primary
4475,2786,1741,Primary
4476,2786,1360,Primary
4477,2786,989,Primary
4478,2787,380,Primary
4479,2788,2149,Primary
4480,2788,1809,Accomplice
4481,2788,2485,Primary
4482,2789,2411,Primary
4483,2789,571,Primary
4484,2790,2017,Primary
4485,2791,567,Primary
4486,2792,3,Primary
4487,2793,1073,Primary
4488,2793,1878,Primary
4489,2794,1545,Primary
4490,2795,2150,Primary
4491,2796,1785,Primary
4492,2796,2395,Primary
4493,2797,2542,Primary
4494,2798,740,Primary
4495,2798,222,Primary
4496,2798,2356,Primary
4497,2799,2879,Primary
4498,2799,1633,Accomplice
4499,2800,1739,Primary
4500,2800,2337,Accomplice
4501,2801,636,Primary
4502,2802,1968,Primary
4503,2802,181,Primary
4504,2803,2054,Primary
4505,2804,1262,Primary
4506,2805,1439,Primary
4507,2806,1711,Primary
4508,2806,1458,Accomplice
4509,2807,2315,Primary
4510,2807,235,Primary
4511,2807,1449,Primary
4512,2808,1931,Primary
4513,2808,1968,Primary
4514,2809,255,Primary
4515,2809,2929,Primary
4516,2809,1155,Primary
4517,2810,1091,Primary
4518,2811,2817,Primary
4519,2812,2196,Primary
4520,2812,2537,Primary
4521,2812,1854,Primary
4522,2813,2634,Primary
4523,2814,1396,Primary
4524,2814,2303,Primary
4525,2814,1661,Accomplice
4526,2815,646,Primary
4527,2816,2334,Primary
4528,2816,443,Primary
4529,2817,2437,Primary
4530,2818,1366,Primary
4531,2819,1439,Primary
4532,2819,1564,Accomplice
4533,2820,565,Primary
4534,2821,2319,Primary
4535,2822,1662,Primary
4536,2822,2537,Conspirator
4537,2822,1999,Abettor
4538,2823,393,Primary
4539,2824,2520,Primary
4540,2824,2008,Primary
4541,2825,2892,Primary
4542,2826,1817,Primary
4543,2827,749,Primary
4544,2827,924,Primary
4545,2828,3000,Primary
4546,2828,213,Primary
4547,2829,1413,Primary
4548,2830,760,Primary
4549,2831,395,Primary
4550,2831,562,Primary
4551,2832,1214,Primary
4552,2833,1559,Primary
4553,2834,1413,Primary
4554,2835,2116,Primary
4555,2836,2098,Primary
4556,2836,1826,Primary
4557,2837,1722,Primary
4558,2837,1458,Accomplice
4559,2838,2305,Primary
4560,2838,1541,Conspirator
4561,2838,137,Conspirator
4562,2839,1858,Primary
4563,2840,2456,Primary
4564,2840,744,Accomplice
4565,2840,2303,Accomplice
4566,2841,1292,Primary
4567,2842,2394,Primary
4568,2843,1765,Primary
4569,2844,523,Primary
4570,2844,531,Abettor
4571,2845,2576,Primary
4572,2846,281,Primary
4573,2846,1843,Accomplice
4574,2847,1076,Primary
4575,2847,1651,Accomplice
4576,2848,360,Primary
4577,2849,1839,Primary
4578,2850,530,Primary
4579,2851,1228,Primary
4580,2852,2524,Primary
4581,2852,907,Accomplice
4582,2853,327,Primary
4583,2853,2099,Primary
4584,2854,591,Primary
4585,2854,1082,Accomplice
4586,2855,302,Primary
4587,2856,1624,Primary
4588,2856,1704,Accomplice
4589,2857,593,Primary
4590,2858,1664,Primary
4591,2858,1222,Accomplice
4592,2858,681,Accomplice
4593,2859,593,Primary
4594,2859,176,Abettor
4595,2860,1011,Primary
4596,2861,807,Primary
4597,2861,1476,Accomplice
4598,2861,2675,Accomplice
4599,2862,2807,Primary
4600,2863,1752,Primary
4601,2863,1356,Primary
4602,2864,1360,Primary
4603,2865,2303,Primary
4604,2866,2267,Primary
4605,2866,1104,Accomplice
4606,2867,1005,Primary
4607,2867,2664,Primary
4608,2868,836,Primary
4609,2869,2554,Primary
4610,2870,1793,Primary
4611,2871,666,Primary
4612,2871,1980,Accomplice
4613,2872,1695,Primary
4614,2873,261,Primary
4615,2873,768,Primary
4616,2874,2999,Primary
4617,2875,1336,Primary
4618,2876,1847,Primary
4619,2876,545,Abettor
4620,2876,646,Primary
4621,2877,1743,Primary
4622,2878,2052,Primary
4623,2879,374,Primary
4624,2880,518,Primary
4625,2881,2653,Primary
4626,2881,1379,Accomplice
4627,2882,1498,Primary
4628,2883,416,Primary
4629,2884,523,Primary
4630,2884,1087,Abettor
4631,2885,941,Primary
4632,2886,1073,Primary
4633,2887,1341,Primary
4634,2887,1929,Primary
4635,2888,1596,Primary
4636,2888,2425,Primary
4637,2889,2099,Primary
4638,2890,2222,Primary
4639,2890,2235,Conspirator
4640,2891,1153,Primary
4641,2891,2652,Accomplice
4642,2891,1631,Abettor
4643,2892,281,Primary
4644,2892,387,Primary
4645,2892,716,Primary
4646,2893,628,Primary
4647,2894,81,Primary
4648,2895,2017,Primary
4649,2896,1751,Primary
4650,2896,2214,Conspirator
4651,2897,1759,Primary
4652,2898,2282,Primary
4653,2898,497,Primary
4654,2899,1903,Primary
4655,2899,2679,Primary
4656,2900,449,Primary
4657,2900,2904,Primary
4658,2901,1386,Primary
4659,2902,845,Primary
4660,2903,2505,Primary
4661,2904,1902,Primary
4662,2905,1310,Primary
4663,2906,1517,Primary
4664,2907,1574,Primary
4665,2908,926,Primary
4666,2909,2328,Primary
4667,2910,995,Primary
4668,2911,2838,Primary
4669,2912,170,Primary
4670,2913,1188,Primary
4671,2914,1537,Primary
4672,2915,1041,Primary
4673,2916,2048,Primary
4674,2917,840,Primary
4675,2917,2939,Accomplice
4676,2918,832,Primary
4677,2918,392,Conspirator
4678,2918,1297,Abettor
4679,2919,109,Primary
4680,2919,1228,Primary
4681,2920,108,Primary
4682,2921,2636,Primary
4683,2921,1555,Primary
4684,2922,1375,Primary
4685,2923,2750,Primary
4686,2924,1852,Primary
4687,2924,286,Primary
4688,2924,599,Accomplice
4689,2925,507,Primary
4690,2925,1089,Accomplice
4691,2926,824,Primary
4692,2926,2372,Primary
4693,2926,1366,Accomplice
4694,2927,354,Primary
4695,2928,2623,Primary
4696,2929,1177,Primary
4697,2929,1174,Primary
4698,2930,1027,Primary
4699,2931,1671,Primary
4700,2931,670,Conspirator
4701,2932,1670,Primary
4702,2933,1921,Primary
4703,2933,1297,Primary
4704,2933,374,Primary
4705,2934,1168,Primary
4706,2935,2789,Primary
4707,2936,1453,Primary
4708,2937,451,Primary
4709,2937,1276,Primary
4710,2938,2377,Primary
4711,2939,497,Primary
4712,2940,2047,Primary
4713,2941,1360,Primary
4714,2942,682,Primary
4715,2942,625,Primary
4716,2943,43,Primary
4717,2944,1254,Primary
4718,2945,1862,Primary
4719,2946,1880,Primary
4720,2947,2179,Primary
4721,2948,1898,Primary
4722,2948,539,Accomplice
4723,2949,2250,Primary
4724,2950,2412,Primary
4725,2951,790,Primary
4726,2951,1717,Primary
4727,2952,219,Primary
4728,2952,1880,Primary
4729,2952,2138,Accomplice
4730,2953,2631,Primary
4731,2953,1764,Accomplice
4732,2954,455,Primary
4733,2954,1975,Primary
4734,2955,2891,Primary
4735,2956,1746,Primary
4736,2957,491,Primary
4737,2958,604,Primary
4738,2958,1905,Primary
4739,2959,1955,Primary
4740,2960,1605,Primary
4741,2961,108,Primary
4742,2961,234,Accomplice
4743,2962,2366,Primary
4744,2962,1951,Primary
4745,2963,1337,Primary
4746,2964,895,Primary
4747,2965,883,Primary
4748,2966,80,Primary
4749,2966,2315,Primary
4750,2967,299,Primary
4751,2967,1886,Conspirator
4752,2968,2660,Primary
4753,2969,287,Primary
4754,2970,2496,Primary
4755,2970,753,Primary
4756,2970,1849,Primary
4757,2971,2453,Primary
4758,2971,2225,Primary
4759,2972,2695,Primary
4760,2973,1077,Primary
4761,2974,260,Primary
4762,2975,94,Primary
4763,2975,1703,Conspirator
4764,2975,2496,Primary
4765,2976,964,Primary
4766,2976,2444,Primary
4767,2976,244,Primary
4768,2977,459,Primary
4769,2978,2054,Primary
4770,2978,1875,Primary
4771,2979,2705,Primary
4772,2980,1251,Primary
4773,2980,573,Accomplice
4774,2981,155,Primary
4775,2982,2517,Primary
4776,2982,2434,Primary
4777,2982,1947,Primary
4778,2983,1853,Primary
4779,2984,1871,Primary
4780,2985,1586,Primary
4781,2986,2827,Primary
4782,2986,41,Abettor
4783,2987,1757,Primary
4784,2988,1993,Primary
4785,2988,685,Conspirator
4786,2988,2962,Primary
4787,2989,2796,Primary
4788,2989,1230,Accomplice
4789,2989,1985,Primary
4790,2990,1613,Primary
4791,2991,461,Primary
4792,2992,1217,Primary
4793,2993,364,Primary
4794,2994,1321,Primary
4795,2995,2090,Primary
4796,2995,1284,Primary
4797,2995,2570,Accomplice
4798,2996,1259,Primary
4799,2997,1552,Primary
4800,2997,2970,Accomplice
4801,2997,2803,Primary
4802,2998,1815,Primary
4803,2998,757,Primary
4804,2998,302,Primary
4805,2999,743,Primary
4806,3000,24,Primary
4807,3000,58,Conspirator
4808,3000,1780,Accomplice
4809,3001,1930,Primary
4810,3002,1535,Primary
4811,3002,2906,Primary
4812,3003,1512,Primary
4813,3004,530,Primary
4814,3004,294,Primary
4815,3005,1925,Primary
4816,3006,822,Primary
4817,3006,583,Primary
4818,3007,1168,Primary
4819,3007,304,Primary
4820,3008,259,Primary
4821,3008,696,Accomplice
4822,3008,277,Accomplice
4823,3009,444,Primary
4824,3009,179,Accomplice
4825,3010,2532,Primary
4826,3011,1734,Primary
4827,3011,2661,Primary
4828,3011,2834,Conspirator
4829,3012,490,Primary
4830,3012,339,Accomplice
4831,3012,306,Primary
4832,3013,1563,Primary
4833,3013,2076,Accomplice
4834,3014,943,Primary
4835,3015,2948,Primary
4836,3015,2692,Primary
4837,3016,2631,Primary
4838,3017,559,Primary
4839,3018,749,Primary
4840,3019,17,Primary
4841,3020,376,Primary
4842,3021,1472,Primary
4843,3022,8,Primary
4844,3022,375,Accomplice
4845,3023,2179,Primary
4846,3024,2462,Primary
4847,3024,1554,Primary
4848,3024,1483,Accomplice
4849,3025,2037,Primary
4850,3025,438,Primary
4851,3026,776,Primary
4852,3026,2484,Primary
4853,3027,1985,Primary
4854,3028,503,Primary
4855,3029,2737,Primary
4856,3030,1592,Primary
4857,3031,2836,Primary
4858,3031,2965,Abettor
4859,3032,1602,Primary
4860,3033,1931,Primary
4861,3034,162,Primary
4862,3035,1579,Primary
4863,3036,143,Primary
4864,3036,382,Accomplice
4865,3037,231,Primary
4866,3037,1326,Accomplice
4867,3038,1328,Primary
4868,3038,2556,Accomplice
4869,3039,1468,Primary
4870,3039,1447,Abettor
4871,3039,2154,Primary
4872,3040,1504,Primary
4873,3041,69,Primary
4874,3041,126,Abettor
4875,3041,2954,Abettor
4876,3042,1673,Primary
4877,3043,93,Primary
4878,3043,14,Abettor
4879,3043,1680,Abettor
4880,3044,957,Primary
4881,3044,1765,Accomplice
4882,3045,2002,Primary
4883,3046,1901,Primary
4884,3046,1735,Abettor
4885,3047,415,Primary
4886,3047,1985,Primary
4887,3048,2644,Primary
4888,3049,1931,Primary
4889,3050,1302,Primary
4890,3051,561,Primary
4891,3052,728,Primary
4892,3053,927,Primary
4893,3053,898,Primary
4894,3054,1974,Primary
4895,3054,1783,Primary
4896,3055,2203,Primary
4897,3056,425,Primary
4898,3056,1407,Accomplice
4899,3057,559,Primary
4900,3057,812,Primary
4901,3058,1828,Primary
4902,3059,757,Primary
4903,3060,245,Primary
4904,3061,1200,Primary
4905,3062,1292,Primary
4906,3063,271,Primary
4907,3064,1579,Primary
4908,3064,1068,Accomplice
4909,3065,2812,Primary
4910,3066,930,Primary
4911,3067,1310,Primary
4912,3068,1663,Primary
4913,3068,1991,Accomplice
4914,3069,2841,Primary
4915,3070,2156,Primary
4916,3071,617,Primary
4917,3072,2094,Primary
4918,3072,2466,Abettor
4919,3073,1321,Primary
4920,3074,682,Primary
4921,3075,372,Primary
4922,3076,1662,Primary
4923,3076,2645,Primary
4924,3077,2199,Primary
4925,3078,794,Primary
4926,3079,200,Primary
4927,3079,2617,Primary
4928,3080,383,Primary
4929,3081,355,Primary
4930,3082,1350,Primary
4931,3083,615,Primary
4932,3084,807,Primary
4933,3085,2641,Primary
4934,3085,2783,Accomplice
4935,3086,530,Primary
4936,3086,2146,Accomplice
4937,3086,836,Primary
4938,3087,1579,Primary
4939,3088,891,Primary
4940,3089,2385,Primary
4941,3090,1923,Primary
4942,3091,1141,Primary
4943,3092,839,Primary
4944,3092,2541,Abettor
4945,3092,757,Accomplice
4946,3093,2516,Primary
4947,3094,2153,Primary
4948,3094,2873,Primary
4949,3094,608,Primary
4950,3095,2305,Primary
4951,3095,1600,Abettor
4952,3095,2017,Primary
4953,3096,2110,Primary
4954,3096,971,Primary
4955,3097,1743,Primary
4956,3098,332,Primary
4957,3098,2219,Accomplice
4958,3099,1741,Primary
4959,3100,428,Primary
4960,3101,912,Primary
4961,3101,392,Primary
4962,3102,2450,Primary
4963,3103,2460,Primary
4964,3103,2411,Primary
4965,3104,2449,Primary
4966,3104,508,Primary
4967,3105,112,Primary
4968,3105,1008,Abettor
4969,3105,1173,Primary
4970,3106,2633,Primary
4971,3106,2353,Accomplice
4972,3106,1897,Primary
4973,3107,1462,Primary
4974,3107,1665,Accomplice
4975,3107,1057,Accomplice
4976,3108,2590,Primary
4977,3108,2231,Accomplice
4978,3109,2136,Primary
4979,3109,1708,Primary
4980,3110,1820,Primary
4981,3110,2530,Primary
4982,3111,2260,Primary
4983,3111,1516,Accomplice
4984,3112,42,Primary
4985,3113,1043,Primary
4986,3113,2167,Abettor
4987,3114,1296,Primary
4988,3114,494,Primary
4989,3115,233,Primary
4990,3116,1610,Primary
4991,3116,2867,Abettor
4992,3117,798,Primary
4993,3117,1886,Accomplice
4994,3117,2185,Accomplice
4995,3118,2858,Primary
4996,3119,1870,Primary
4997,3119,2261,Primary
4998,3120,1591,Primary
4999,3121,2219,Primary
5000,3122,1785,Primary
5001,3123,77,Primary
5002,3124,2488,Primary
5003,3125,824,Primary
5004,3126,292,Primary
5005,3126,476,Accomplice
5006,3126,930,Primary
5007,3127,2317,Primary
5008,3128,1756,Primary
5009,3128,1825,Primary
5010,3129,1591,Primary
5011,3130,973,Primary
5012,3131,332,Primary
5013,3131,2659,Primary
5014,3132,549,Primary
5015,3133,2105,Primary
5016,3134,1559,Primary
5017,3135,835,Primary
5018,3136,977,Primary
5019,3137,445,Primary
5020,3138,188,Primary
5021,3139,2590,Primary
5022,3140,1500,Primary
5023,3141,1174,Primary
5024,3142,748,Primary
5025,3142,2719,Accomplice
5026,3143,1750,Primary
5027,3144,1279,Primary
5028,3144,436,Conspirator
5029,3145,2942,Primary
5030,3145,2932,Conspirator
5031,3145,2264,Primary
5032,3146,1355,Primary
5033,3147,1363,Primary
5034,3148,2334,Primary
5035,3149,1130,Primary
5036,3149,2372,Accomplice
5037,3150,2869,Primary
5038,3151,1925,Primary
5039,3151,2275,Primary
5040,3152,529,Primary
5041,3152,2387,Primary
5042,3153,1637,Primary
5043,3153,1681,Primary
5044,3153,2967,Conspirator
5045,3154,157,Primary
5046,3155,1856,Primary
5047,3156,174,Primary
5048,3157,2518,Primary
5049,3157,2390,Primary
5050,3158,1424,Primary
5051,3158,437,Primary
5052,3159,385,Primary
5053,3160,2968,Primary
5054,3160,458,Primary
5055,3160,863,Accomplice
5056,3161,814,Primary
5057,3161,2224,Primary
5058,3162,2673,Primary
5059,3162,1843,Primary
5060,3163,721,Primary
5061,3163,1076,Primary
5062,3164,1139,Primary
5063,3165,593,Primary
5064,3166,573,Primary
5065,3167,1216,Primary
5066,3167,2030,Primary
5067,3168,298,Primary
5068,3169,1346,Primary
5069,3169,1703,Accomplice
5070,3170,1512,Primary
5071,3171,2060,Primary
5072,3172,2589,Primary
5073,3173,1845,Primary
5074,3173,2652,Primary
5075,3173,296,Abettor
5076,3174,2508,Primary
5077,3175,539,Primary
5078,3176,1928,Primary
5079,3177,44,Primary
5080,3178,1634,Primary
5081,3179,2190,Primary
5082,3180,2962,Primary
5083,3180,1621,Accomplice
5084,3180,294,Accomplice
5085,3181,2946,Primary
5086,3182,2663,Primary
5087,3182,1799,Primary
5088,3183,1165,Primary
5089,3183,2055,Accomplice
5090,3183,2379,Accomplice
5091,3184,210,Primary
5092,3184,764,Primary
5093,3185,2786,Primary
5094,3185,372,Abettor
5095,3186,1160,Primary
5096,3187,1998,Primary
5097,3187,798,Primary
5098,3187,2162,Primary
5099,3188,1033,Primary
5100,3189,1437,Primary
5101,3190,1217,Primary
5102,3191,1538,Primary
5103,3192,2088,Primary
5104,3192,1913,Primary
5105,3192,2488,Primary
5106,3193,322,Primary
5107,3193,128,Conspirator
5108,3194,43,Primary
5109,3195,2920,Primary
5110,3196,2041,Primary
5111,3196,755,Conspirator
5112,3197,1720,Primary
5113,3197,254,Accomplice
5114,3198,1043,Primary
5115,3199,556,Primary
5116,3199,598,Primary
